preprocessedTweets	Polarity	cleanTweet	sentiment_score
"بچوں سےاسکول ميں کام    لينےوالےاساتذہ کےخلاف کارروائي ہوگي،ڈپٹي اسپيکر 
بچوں پر  تشدد ميں ملوث اساتذہ کوقيد اوربرخ…"	N	"بچوں سےاسکول ميں کام لينےوالےاساتذہ کےخلاف کارروائي ہوگي،ڈپٹي اسپيکر 
بچوں تشدد ميں ملوث اساتذہ کوقيد اوربرخ…"	-3
"پيپلزپارٹي کا اسلام آباد جلسہ کامياب تھا يا فلاپ؟ ديکھئے پيپلزپارٹي کي  ويں سالگرہ کے جلسے کے فضائي مناظر
…"	O	"پيپلزپارٹي اسلام آباد جلسہ کامياب يا فلاپ؟ ديکھئے پيپلزپارٹي کي ويں سالگرہ جلسے فضائي مناظر
…"	1
اکتوبر   شام چھ بجے کا نيوز بُليٹن	O	اکتوبر شام چھ بجے نيوز بُليٹن	0
ايک اين آر او بينظير سے کيا گيا تھا دوسرا زرداري سے<+>دونوں کے نتيجے ميں پاکستان اقتصادي بحران کا شکار ہوا	N	ايک اين آر او بينظير کيا گيا دوسرا زرداري سےدونوں نتيجے ميں پاکستان اقتصادي بحران شکار	-2
"باقر نجفي رپورٹ، فرد جرم ہے پنجاب حکومت پر، ڈاکٹر شاہد مسعود 
    …"	N	باقر نجفي رپورٹ، جرم پنجاب حکومت پر، ڈاکٹر شاہد مسعود …	-2
جاويد ہاشمي کي جگہ وہي تھي ، وہ وہيں جچتے ہيں ، عوام نے فيصلہ کيا ، ان کو ہرايا ، عمران خان	N	جاويد ہاشمي کي جگہ وہي تھي ، وہيں جچتے ہيں ، عوام فيصلہ کيا ، ہرايا ، عمران خان	0
"سانحہ ماڈل ٹاؤن کميشن کي رپورٹ ميں ردوبدل کا انکشاف<+><+> طاہرالقادري رپورٹ ميں مبينہ گڑبڑ کا ثبوت سامنے لے آئے

…"	N	"سانحہ ماڈل ٹاؤن کميشن کي رپورٹ ميں ردوبدل انکشاف طاہرالقادري رپورٹ ميں مبينہ گڑبڑ ثبوت سامنے آئے

…"	-2
"اب يہ بينظيرکو مانتے ہيں،بھٹوکومانتے ہيں اور الحمدللہ اس فقيرکو بھي مانتے ہيں،زرداري

 

…"	O	"يہ بينظيرکو مانتے ہيں،بھٹوکومانتے ہيں الحمدللہ فقيرکو بھي مانتے ہيں،زرداري

 

…"	0
ملتانجمعيت علمائےاسلام کے رہنماسينيٹرحافظ حمداللہ کي پريس کانفرنس	O	ملتانجمعيت علمائےاسلام رہنماسينيٹرحافظ حمداللہ کي پريس کانفرنس	0
"ہم جو تاريک راہوں ميں مارے گئے
قتل گاہوں سے چن کر ہمارے علم اور نکليں گے عشاق کے قافلے 
ہم جو تاريک راہوں ميں مارےگئے"	N	"تاريک راہوں ميں مارے گئے
قتل گاہوں چن ہمارے علم نکليں عشاق قافلے 
ہم تاريک راہوں ميں مارےگئے"	1
چيني يہ سمجھتے ہيں کہ جتنا اُن کي ناک يا چہرہ پتلا لگے گا وہ اتنے خوبصورت لگيں گے'	O	چيني يہ سمجھتے ہيں جتنا اُن کي ناک يا چہرہ پتلا اتنے خوبصورت لگيں گے'	2
جمعہ  اکتوبر کا کھيل کے ميدان سے	O	جمعہ اکتوبر کھيل ميدان	0
اسلام آبادہم نے سرکاري ملازمين کي تنخواہيں بڑھائيں،آصف زرداري	P	اسلام آبادہم سرکاري ملازمين کي تنخواہيں بڑھائيں،آصف زرداري	0
پي پي جلسے کے فضائي مناظر <><+><+><><+><+>	O	پي پي جلسے فضائي مناظر	0
""" ميرے دل ميں ، ميرے جسم ميں پاکستان کي خوشحالي کا خزانہ بھرا ہوا ہے""  آصف  زرداري
  

…"	P	"ميرے دل ميں ، ميرے جسم ميں پاکستان کي خوشحالي خزانہ بھرا ہے"" آصف زرداري
 

…"	1
"اسلام آبادسماعت اسلام آباد ہائيکورٹ کے جسٹس عامر فاروق نے کي
اسلام آباد ہائيکورٹ نے اليکشن ايکٹ  کو آئندہ سماعت تک معطل کر ديا"	O	"اسلام آبادسماعت اسلام آباد ہائيکورٹ جسٹس عامر فاروق کي
اسلام آباد ہائيکورٹ اليکشن ايکٹ آئندہ سماعت معطل ديا"	2
دھرنوں کے باعث ٹرينوں کا متاثرہ شيڈول بحال	N	دھرنوں باعث ٹرينوں متاثرہ شيڈول بحال	1
"ظافرقتل کيس گولي غلطي سے لگي، ملزم نے اعتراف جرم کرليا

مزيد پڑھيں"	N	"ظافرقتل کيس گولي غلطي لگي، ملزم اعتراف جرم کرليا

مزيد پڑھيں"	-2
"لحد کي گود ميں وہ صاحبِ مراد ہے 
وہ کل بھي زندہ باد تھي وہ آج بھي زندہ باد ہے <+>
  …"	P	"لحد کي گود ميں صاحبِ مراد 
وہ بھي زندہ باد تھي بھي زندہ باد …"	2
پاکستان کو بڑي مشکل کا سامنا،چين نے سي پيک سے ہاتھ پيچھے کھينچ ليا	N	پاکستان بڑي مشکل سامنا،چين سي پيک ہاتھ پيچھے کھينچ ليا	-1
اب يہ بينظيرکو مانتے ہيں،بھٹوکومانتے ہيں اور الحمدللہ اس فقيرکو بھي مانتے ہيں،زرداري	O	يہ بينظيرکو مانتے ہيں،بھٹوکومانتے ہيں الحمدللہ فقيرکو بھي مانتے ہيں،زرداري	0
رپورٹ ميں کہا گيا ہے کہ حقائق بتاتے ہيں کہ پوليس افسران نے قتل عام ميں کھل کر حصہ ليا جس پر غصے س…	N	رپورٹ ميں کہا گيا حقائق بتاتے ہيں پوليس افسران قتل عام ميں کھل حصہ ليا جس غصے س…	-3
نواز شريف جج صاحبان بغض سے بھرے بيٹھے ہيں اور ان کا غصہ الفاظ ميں سامنے آ گيا ہے	N	نواز شريف جج صاحبان بغض بھرے بيٹھے ہيں غصہ الفاظ ميں سامنے آ گيا	-3
بحريہ ٹاؤن کے ورکرز صدقے خيرات کے طور پر پپلزپارٹي کے جلسے ميں شريک<+>	N	بحريہ ٹاؤن ورکرز صدقے خيرات پپلزپارٹي جلسے ميں شريک	0
"پنجاب حکومت کوتوقع نہيں تھي  ماڈل ٹاؤن ميں  مزاحمت ہوگي،عمران خان
شہبازشريف ماڈل ٹاؤن کيس ميں قصوروارقرارپائيں گے،عمران خان"	N	"پنجاب حکومت کوتوقع نہيں تھي ماڈل ٹاؤن ميں مزاحمت ہوگي،عمران خان
شہبازشريف ماڈل ٹاؤن کيس ميں قصوروارقرارپائيں گے،عمران خان"	-2
پيپلزپارٹي کا جلسہ، کارکنان گتھم گتھا ہوگئے	N	پيپلزپارٹي جلسہ، کارکنان گتھم گتھا	0
پي پي جلسے کے فضائي مناظر <><+><+><><+><+>	O	پي پي جلسے فضائي مناظر	0
رپورٹ نہيں پڑھي،ہم اس رپورٹ کي تصديق چاہتے ہيں،طاہرالقادري	N	رپورٹ نہيں پڑھي،ہم رپورٹ کي تصديق چاہتے ہيں،طاہرالقادري	0
"قرآن کا قانون ہے خون کا بدلہ خون ہے انشاءاللہ قصاص ہوگا ضرور ہو گا 
   …"	P	قرآن قانون خون بدلہ خون انشاءاللہ قصاص ہوگا …	-6
"ملتان،کچہري چوک پر پنجاب پوليس اور ٹريفک پوليس کي بھاري نفري تعينات
ملتان،وکلاء  بجےجزل باڈي کے اجلاس کے بعد کچہر…"	O	"ملتان،کچہري چوک پنجاب پوليس ٹريفک پوليس کي بھاري نفري تعينات
ملتان،وکلاء بجےجزل باڈي اجلاس بعد کچہر…"	-2
اين آر و نے ملک کو ہميشہ نقصان پہنچايا ، عمران خان	N	اين آر ملک ہميشہ نقصان پہنچايا ، عمران خان	-2
"سانحہ ماڈل ٹاؤن کميشن کي رپورٹ ميں ردوبدل کا انکشاف<+><+> طاہرالقادري رپورٹ ميں مبينہ گڑبڑ کا ثبوت سامنے لے آئے

…"	N	"سانحہ ماڈل ٹاؤن کميشن کي رپورٹ ميں ردوبدل انکشاف طاہرالقادري رپورٹ ميں مبينہ گڑبڑ ثبوت سامنے آئے

…"	-2
"ملک کي سياسي صورتحال،سابق صدرآصف زرداري نےاجلاس بلاليا
کراچيپيپلزپارٹي کےمرکزي رہنماؤں کوبلاول ہاؤس طلب کرلياگيا"	N	"ملک کي سياسي صورتحال،سابق صدرآصف زرداري نےاجلاس بلاليا
کراچيپيپلزپارٹي کےمرکزي رہنماؤں کوبلاول ہاؤس طلب کرلياگيا"	0
"سانحہ ماڈل ٹاؤن کميشن کي رپورٹ ميں ردوبدل کا انکشاف<+><+> طاہرالقادري رپورٹ ميں مبينہ گڑبڑ کا ثبوت سامنے لے آئے

…"	N	"سانحہ ماڈل ٹاؤن کميشن کي رپورٹ ميں ردوبدل انکشاف طاہرالقادري رپورٹ ميں مبينہ گڑبڑ ثبوت سامنے آئے

…"	-2
"سانحہ ماڈل ٹاؤن کميشن کي رپورٹ ميں ردوبدل کا انکشاف<+><+> طاہرالقادري رپورٹ ميں مبينہ گڑبڑ کا ثبوت سامنے لے آئے

…"	N	"سانحہ ماڈل ٹاؤن کميشن کي رپورٹ ميں ردوبدل انکشاف طاہرالقادري رپورٹ ميں مبينہ گڑبڑ ثبوت سامنے آئے

…"	-2
کٹھ پتلي ڈانس <><+><+><><+><+><><+><+><><+><+>	O	کٹھ پتلي ڈانس	0
اکتوبر  رات  بجے کا گلوبل نيوز بيٹ	O	اکتوبر رات بجے گلوبل نيوز بيٹ	0
جنرل مشرف پاکستان کي سياست کو نہيں سمجھتے ليکن وہ کرپٹ لوگوں کو حکمران بنا کر چلے گئے اور احتساب کئے بغير چلے گئے	N	جنرل مشرف پاکستان کي سياست نہيں سمجھتے ليکن کرپٹ حکمران بنا احتساب بغير	1
بھيانک طوفان جس سے جزيرے کا تقريبا  فيصد بنيادي ڈھانچہ تباہ ہو گيا	N	بھيانک طوفان جس جزيرے تقريبا فيصد بنيادي ڈھانچہ تباہ گيا	-4
"آج جيئےبھٹو کےنعروں کي گونج نے اسلام آباد ميں دفن ملعون کو بهي لرزہ ديا ہوگا<+>
آنکھيں کهول کہ ديکھو…"	N	"جيئےبھٹو کےنعروں کي گونج اسلام آباد ميں دفن ملعون بهي لرزہ ديا ہوگا
آنکھيں کهول ديکھو…"	-3
ستمبر   شام سات  بجے کا نيوز بُليٹن	O	ستمبر شام سات بجے نيوز بُليٹن	0
سانحہ ماڈل ٹاون رپورٹ پبلک<+><+><+>کيا تحت لاہور ہلے گا؟	N	سانحہ ماڈل ٹاون رپورٹ پبلککيا تحت لاہور ہلے گا؟	-2
پھانسي کا پھندا ان کے گلے ميں نظر آنا شروع ہو گيا  نيو پر	N	پھانسي پھندا گلے ميں نظر آنا شروع گيا نيو	-2
"نواز شر يف کو ہر قيمت پر سزا ديني ہے ، نواز شريف 
نظرثاني درخواست کا فيصلہ نہيں تھا وہ ايک پيغام تھا،نواز شريف"	N	"نواز شر يف قيمت سزا ديني ، نواز شريف 
نظرثاني درخواست فيصلہ نہيں ايک پيغام تھا،نواز شريف"	-4
"بريکنگ  لاہور ہائي کورٹ نے سانحہ ماڈل ٹاؤن رپورٹ کو پبلک کرنے کا حکم دے ديا

  …"	O	"بريکنگ لاہور ہائي کورٹ سانحہ ماڈل ٹاؤن رپورٹ پبلک کرنے حکم ديا

 …"	-2
بھٹو دے نعرے وجن گے	P	بھٹو نعرے وجن	0
"اسلام آبادآئي ايٹ فائرنگ ميں جاں بحق شخص سرکاري ادارےميں نائب قاصدتھا
موٹرسائيکل پرسوارحملہ آورنمازيوں کےباہرنکلنےکاانتظارکررہےتھے،پوليس"	N	"اسلام آبادآئي ايٹ فائرنگ ميں جاں بحق شخص سرکاري ادارےميں نائب قاصدتھا
موٹرسائيکل پرسوارحملہ آورنمازيوں کےباہرنکلنےکاانتظارکررہےتھے،پوليس"	-2
"لہو ميں ڈوبے ہوئے خاک ميں نہائے ہوئے
يہ کون لوگ ہيں دنيائے غم پہ چهائے ہوئے
 
 
…"	N	"لہو ميں ڈوبے خاک ميں نہائے ہوئے
يہ کون ہيں دنيائے غم پہ چهائے ہوئے
 
…"	-4
لکھنؤبابري مسجدکيس کي سماعت سے عام انتخابات متاثر ہوں گے،درخواست	N	لکھنؤبابري مسجدکيس کي سماعت عام انتخابات متاثر گے،درخواست	1
"ظالم کو جو نہ روکے وہ شامل ہے ظلم ميں 
قاتل کو جو نہ ٹوکے وہ قاتل کے ساتھ ہے"	N	"ظالم نہ روکے شامل ظلم ميں 
قاتل نہ ٹوکے قاتل ساتھ"	-6
فورسز نے بلوچستان ميں دہشت گردي کا بڑا منصوبہ ناکام بناديا	N	فورسز بلوچستان ميں دہشت گردي بڑا منصوبہ ناکام بناديا	-4
"تم نے جس خون کو مقتل ميں دبانا چاھا
آج پھر وہ کوچہ و بازار ميں آ نکلاہے"	N	"تم جس خون مقتل ميں دبانا چاھا
آج کوچہ بازار ميں آ نکلاہے"	-4
ستمبر   شام پانچ  بجے کا نيوز بُليٹن	O	ستمبر شام پانچ بجے نيوز بُليٹن	0
"سانحہ ماڈل ٹاؤن کا قتلِ عام حکمرانوں کے ليے پھانسي کا پھندا بننے والا ہے ان شاء اللہ
 

…"	N	"سانحہ ماڈل ٹاؤن قتلِ عام حکمرانوں ليے پھانسي پھندا بننے والا شاء اللہ
 

…"	-4
"اسلام آباداپوزيشن ليڈرخورشيدشاہ نےوزيراعظم کاپيغام قيادت تک پہنچاديا
بہترہےحکومت تحريري قيادت کوتجاويزاوردرخواست کرے،خورشيدشاہ"	O	"اسلام آباداپوزيشن ليڈرخورشيدشاہ نےوزيراعظم کاپيغام قيادت پہنچاديا
بہترہےحکومت تحريري قيادت کوتجاويزاوردرخواست کرے،خورشيدشاہ"	0
